iter	Logloss
316	0.3048051842
317	0.3047814058
318	0.3047702901
319	0.3047521995
320	0.3047349822
321	0.3047076887
322	0.3046789635
323	0.3046542588
324	0.3046367071
325	0.3046202574
326	0.3045988874
327	0.3045792304
328	0.3045574923
329	0.3045494804
330	0.3045269772
331	0.3045028282
332	0.3044857577
333	0.3044696833
334	0.3044486742
335	0.304428192
336	0.3044093675
337	0.3043930622
338	0.3043701595
339	0.3043647581
340	0.3043588947
341	0.3043471895
342	0.304317016
343	0.3042952707
344	0.3042713359
345	0.3042645269
346	0.3042513036
347	0.3042262116
348	0.3042028807
349	0.3041852303
350	0.304171379
351	0.3041538273
352	0.3041480987
353	0.3041323659
354	0.3041104425
355	0.3040930424
356	0.3040680586
357	0.3040516137
358	0.3040365834
359	0.304012781
360	0.3039939998
361	0.3039679598
362	0.3039598757
363	0.3039333929
364	0.3039216685
365	0.3039028128
366	0.3038849868
367	0.3038689942
368	0.3038542311
369	0.3038349615
370	0.3038147752
371	0.3038085293
372	0.3037926473
373	0.3037908332
374	0.3037613021
375	0.3037416476
376	0.3037251882
377	0.3037046458
378	0.303697387
379	0.3036787069
380	0.3036743424
381	0.3036543029
382	0.3036385413
383	0.3036224115
384	0.3036105764
385	0.3035909556
386	0.3035635273
387	0.3035473181
388	0.3035353147
389	0.303513105
390	0.3034962005
391	0.3034791372
392	0.3034520915
393	0.3034295329
394	0.3034141466
395	0.3034133839
396	0.3034027542
397	0.3033848224
398	0.3033624202
399	0.3033431338
400	0.3033250383
401	0.3033041832
402	0.303283203
403	0.3032695009
404	0.3032587798
405	0.3032516027
406	0.3032324655
407	0.3032257311
408	0.3032059082
409	0.3031925284
410	0.3031769545
411	0.3031485854
412	0.3031299535
413	0.3031161671
414	0.303096183
415	0.3030818168
416	0.303073711
417	0.3030689111
418	0.3030637935
419	0.3030353644
420	0.3030146656
421	0.3029902376
422	0.3029722191
423	0.3029477767
424	0.3029286106
425	0.3029038
426	0.3028926362
427	0.3028820162
428	0.3028728999
429	0.3028645944
430	0.3028379817
431	0.3028190707
432	0.3028053228
433	0.3027849537
434	0.3027647242
435	0.3027544049
436	0.3027300659
437	0.3027032126
438	0.3026765302
439	0.3026672671
440	0.3026555211
441	0.3026442803
442	0.3026210192
443	0.302601829
444	0.3025887428
445	0.3025659701
446	0.3025571835
447	0.3025441069
448	0.3025259345
449	0.3025136206
450	0.3024957321
451	0.3024740661
452	0.302457217
453	0.3024476772
454	0.3024300485
455	0.3024219043
456	0.3024087916
457	0.3023934438
458	0.3023809014
459	0.3023634531
460	0.302348281
461	0.3023327744
462	0.3023145273
463	0.3023044149
464	0.3022899165
465	0.302273587
466	0.3022664797
467	0.3022428986
468	0.3022293264
469	0.3022119624
470	0.3021950314
471	0.3021868366
472	0.3021770611
473	0.3021642035
474	0.3021489134
475	0.302134297
476	0.3021150852
477	0.3021092627
478	0.3020950649
479	0.3020827583
480	0.3020595477
481	0.3020375185
482	0.3020237995
483	0.3020113245
484	0.302003849
485	0.3019926949
486	0.3019827966
487	0.3019644822
488	0.3019469378
489	0.30192775
490	0.3019144858
491	0.3018923073
492	0.3018746955
493	0.301853939
494	0.301832326
495	0.3018180152
496	0.301803572
497	0.3017871223
498	0.3017739374
499	0.3017627183
500	0.3017401549
501	0.3017232336
502	0.3016980501
503	0.301677989
504	0.3016607043
505	0.3016470696
506	0.3016296526
507	0.3016148149
508	0.3015948692
509	0.3015716827
510	0.3015495981
511	0.3015303141
512	0.3015147161
513	0.3015007902
514	0.3014744951
515	0.3014485947
516	0.3014352318
517	0.3014184596
518	0.3014056886
519	0.3014039684
520	0.3013966397
521	0.3013787367
522	0.3013603742
523	0.3013464989
524	0.301325906
525	0.3013175211
526	0.301300915
527	0.3012790469
528	0.301271829
529	0.301253221
530	0.3012438834
531	0.3012327028
532	0.3012080991
533	0.3012009894
534	0.3011838034
535	0.3011625754
536	0.3011371633
537	0.3011127208
538	0.3010996371
539	0.3010806707
540	0.301056067
541	0.3010259873
542	0.3010109018
543	0.3009928039
544	0.3009880906
545	0.3009846211
546	0.300966735
547	0.3009462384
548	0.3009291967
549	0.3009081636
550	0.3008938118
551	0.3008717369
552	0.3008544547
553	0.3008277217
554	0.3008191299
555	0.3008043932
556	0.3007934941
557	0.3007832157
558	0.3007704038
559	0.3007527703
560	0.3007364288
561	0.3007159971
562	0.3006894013
563	0.3006620765
564	0.3006464616
565	0.3006369941
566	0.3006232727
567	0.3006088464
568	0.3006034594
569	0.3005879022
570	0.3005807228
571	0.3005697081
572	0.3005472169
573	0.3005401265
574	0.3005180058
575	0.3004963495
576	0.3004763028
577	0.3004608251
578	0.3004321817
579	0.3004237078
580	0.3003991162
581	0.3003828926
582	0.3003645518
583	0.3003430133
584	0.300338798
585	0.3003149018
586	0.300303276
587	0.30029236
588	0.3002766345
589	0.3002481307
590	0.300231065
591	0.300207852
592	0.3001808905
593	0.3001690194
594	0.300154824
595	0.30013893
596	0.3001268255
597	0.3001157146
598	0.3000940896
599	0.300083881
600	0.300069267
601	0.3000446273
602	0.3000229036
603	0.3000140471
604	0.299993921
605	0.2999793913
606	0.2999641878
607	0.2999505194
608	0.2999271356
609	0.2999088188
610	0.2998978234
611	0.2998784311
612	0.2998564764
613	0.2998377193
614	0.2998153581
615	0.299802806
616	0.2997902058
617	0.2997819918
618	0.2997582976
619	0.2997425239
620	0.299731928
621	0.2997106446
622	0.2996901864
623	0.2996707917
624	0.2996610571
625	0.2996448455
626	0.2996176891
627	0.2996084116
628	0.2996007101
629	0.2995883481
630	0.2995706352
631	0.2995627339
632	0.2995497175
633	0.299538674
634	0.2995302386
635	0.2995111687
636	0.2994888989
637	0.2994761255
638	0.2994706398
639	0.2994600318
640	0.299441626
641	0.2994385872
642	0.2994201381
643	0.2994085196
644	0.2993839616
645	0.2993640978
646	0.2993533406
647	0.2993318888
648	0.2993196856
649	0.2993035342
650	0.2993035366
651	0.299289642
652	0.2992804511
653	0.2992707021
654	0.2992514782
655	0.2992421189
656	0.2992248246
657	0.2992030288
658	0.2991934385
659	0.2991798398
660	0.2991517403
661	0.2991321652
662	0.2991253345
663	0.2991253129
664	0.2991154195
665	0.2991130832
666	0.2990944392
667	0.29908559
668	0.2990799311
669	0.2990723354
670	0.2990548823
671	0.2990363057
672	0.2990256063
673	0.2990063439
674	0.2989975596
675	0.2989850774
676	0.2989646385
677	0.2989563883
678	0.2989386682
679	0.2989258563
680	0.2989173824
681	0.2988979107
682	0.2988773467
683	0.298855688
684	0.2988397411
685	0.2988251801
686	0.2988042504
687	0.2987832701
688	0.2987712666
689	0.2987447695
690	0.2987271769
691	0.2987130681
692	0.2986959952
693	0.2986731143
694	0.2986594025
695	0.2986424523
696	0.2986296838
697	0.2986042332
698	0.2985873479
699	0.2985820836
700	0.2985820836
701	0.2985782461
702	0.2985675827
703	0.2985507216
704	0.2985397045
705	0.2985333287
706	0.2985197685
707	0.2985167153
708	0.2985137872
709	0.298490069
710	0.2984900281
711	0.2984720096
712	0.2984599748
713	0.2984462318
714	0.2984301165
715	0.2984143549
716	0.2984003809
717	0.2983965361
718	0.2983791312
719	0.298361411
720	0.2983428103
721	0.2983291178
722	0.2983102525
723	0.2982988721
724	0.2982872223
725	0.298266218
726	0.2982497948
727	0.2982376902
728	0.2982290503
729	0.2982256891
730	0.2982132622
731	0.2981989009
732	0.2981881148
733	0.298186676
734	0.298166278
735	0.2981469098
736	0.298134875
737	0.2981224505
738	0.2981192433
739	0.2981057963
740	0.2980867432
741	0.2980662418
742	0.2980661937
743	0.2980504922
744	0.2980320767
745	0.2980190723
746	0.2980099248
747	0.2979924212
748	0.2979810673
749	0.2979726488
750	0.2979692996
751	0.2979540625
752	0.2979493203
753	0.2979302456
754	0.2979291316
755	0.2979195967
756	0.2979008348
757	0.2978813751
758	0.2978686859
759	0.2978609435
760	0.297850819
761	0.2978306569
762	0.2978181192
763	0.2978032406
764	0.2977955535
765	0.2977774893
766	0.2977652981
767	0.2977497771
768	0.2977315541
769	0.2977135934
770	0.2976963497
771	0.2976851883
772	0.2976762717
773	0.2976691668
774	0.297656788
775	0.2976513504
776	0.297636467
777	0.2976129749
778	0.2975952909
779	0.2975765699
780	0.2975593839
781	0.2975510014
782	0.2975423615
783	0.2975234047
784	0.2975131167
785	0.2974998765
786	0.2974833161
787	0.2974639407
788	0.2974479023
789	0.2974340895
790	0.2974324896
791	0.2974174954
792	0.2973999076
793	0.2973800173
794	0.297354574
795	0.2973510781
796	0.297339563
797	0.2973322897
798	0.2973102677
799	0.2973085089
800	0.2972914119
801	0.2972826252
802	0.297274878
803	0.2972717911
804	0.2972516866
805	0.2972440019
806	0.2972332182
807	0.2972267173
808	0.2972066417
809	0.2971833733
810	0.2971625495
811	0.2971598596
812	0.2971340289
813	0.2971218859
814	0.2971107245
815	0.2970959445
816	0.2970902278
817	0.2970817588
818	0.2970599653
819	0.297041995
820	0.2970350753
821	0.2970295271
822	0.2970149083
823	0.2969947221
824	0.2969841165
825	0.2969769586
826	0.2969572416
827	0.2969388863
828	0.2969136402
829	0.2968929198
830	0.2968724857
831	0.2968639541
832	0.2968485558
833	0.2968414003
834	0.2968241879
835	0.2968161423
836	0.2968060828
837	0.2967898015
838	0.296770159
839	0.2967520539
840	0.2967336433
841	0.2967323633
842	0.2967253089
843	0.2967221499
844	0.2967021922
845	0.2966847391
846	0.2966775933
847	0.2966589878
848	0.2966537163
849	0.2966429471
850	0.2966347282
851	0.2966188848
852	0.296605967
853	0.2965932153
854	0.2965799703
855	0.2965751872
856	0.2965614538
857	0.2965511056
858	0.2965337897
859	0.2965209153
860	0.2965021942
861	0.2964816952
862	0.2964638139
863	0.2964493298
864	0.2964409281
865	0.2964276952
866	0.2964209416
867	0.2964068304
868	0.2964001153
869	0.2963839711
870	0.2963667514
871	0.2963509465
872	0.2963354639
873	0.2963222286
874	0.2963128091
875	0.2963069602
876	0.2962988496
877	0.2962881742
878	0.2962824576
879	0.2962734664
880	0.2962605727
881	0.296253451
882	0.2962432063
883	0.2962317778
884	0.2962207896
885	0.2961992223
886	0.2961857584
887	0.2961759155
888	0.296169672
889	0.296155544
890	0.2961402227
891	0.2961356609
892	0.2961161339
893	0.2960952499
894	0.2960812013
895	0.2960633056
896	0.2960497454
897	0.2960429822
898	0.2960254617
899	0.2960200194
900	0.2960159725
901	0.2960041711
902	0.2959896101
903	0.2959831957
904	0.2959741348
905	0.2959466968
906	0.2959415192
907	0.2959251007
908	0.2959096735
909	0.2958906589
910	0.2958681942
911	0.2958538641
912	0.2958343828
913	0.2958218621
914	0.29581027
915	0.2957998136
916	0.2957805392
917	0.2957670873
918	0.2957565707
919	0.2957354654
920	0.2957205193
921	0.2957104719
922	0.2957023301
923	0.2956921503
924	0.2956846869
925	0.2956701018
926	0.2956543137
927	0.2956488617
928	0.2956418314
929	0.2956332493
930	0.2956252927
931	0.2956157625
932	0.2956093073
933	0.2956025946
934	0.2955845737
935	0.2955828197
936	0.2955681961
937	0.2955597078
938	0.2955366416
939	0.2955300997
940	0.2955157576
941	0.2955031454
942	0.2954929416
943	0.2954848598
944	0.2954715547
945	0.2954578622
946	0.2954534978
947	0.2954421078
948	0.2954288388
949	0.2954146627
950	0.2953994857
951	0.2953981816
952	0.2953896861
953	0.2953705248
954	0.2953572052
955	0.295339757
956	0.2953288193
957	0.2953162288
958	0.2952965454
959	0.2952792848
960	0.2952651256
961	0.2952506343
962	0.2952327
963	0.295225754
964	0.2952124681
965	0.2951987299
966	0.295180786
967	0.2951628133
968	0.295154195
969	0.2951415972
970	0.2951312467
971	0.2951163945
972	0.2951006425
973	0.2950809326
974	0.2950723673
975	0.2950557852
976	0.2950369776
977	0.2950217404
978	0.2950156485
979	0.2950026465
980	0.2949953371
981	0.2949793397
982	0.294965587
983	0.2949622307
984	0.2949541971
985	0.2949339699
986	0.2949323362
987	0.294924945
988	0.2949065777
989	0.2949034259
990	0.2948982097
991	0.294881055
992	0.2948727254
993	0.2948580874
994	0.2948375041
995	0.2948263668
996	0.2948076747
997	0.294797993
998	0.2947839324
999	0.2947671819
